generator_id,a_i,b_i,pmin,pmax
1383,29.24,0.0057,34.2,163.17000000000002
1384,11.45,0.01117,37.55,164.98000000000002
1385,21.42,0.01649,21.29,202.26
1386,13.13,0.02071,29.26,110.09
1387,24.34,0.01893,11.78,67.89999999999999
1388,8.27,0.02357,42.7,193.54000000000002
1389,29.25,0.01199,49.6,151.37
1390,16.34,0.01912,26.28,78.92
1391,10.9,0.0072,10.44,98.14999999999999
1392,6.84,0.01534,16.79,113.19
1393,9.24,0.02375,36.1,178.63
1394,17.99,0.02234,34.48,110.37
1395,13.43,0.02977,41.51,153.47
1396,25.72,0.01195,20.16,142.53
1397,15.77,0.01745,40.55,159.44
1398,11.22,0.01324,37.52,233.61
1399,20.43,0.01602,22.91,79.74
1400,22.67,0.02642,31.82,224.47
1401,9.18,0.02211,15.89,153.18
1402,9.19,0.02706,28.1,197.46
1403,5.92,0.01009,45.25,159.81
1404,23.41,0.02683,26.85,144.93
1405,21.6,0.00649,43.58,225.48000000000002
1406,16.87,0.02721,33.61,218.0
1407,26.1,0.01323,17.68,103.47999999999999
1408,25.14,0.01286,33.24,113.13
1409,19.63,0.0178,30.24,154.68
1410,26.71,0.02852,25.95,210.98999999999998
1411,10.15,0.00619,14.79,113.13999999999999
1412,7.8,0.01381,26.67,174.47000000000003
1413,11.74,0.02641,12.91,169.13
1414,6.43,0.0149,13.95,180.75
1415,18.28,0.00998,26.64,161.23000000000002
1416,28.42,0.01562,22.22,132.59
1417,5.98,0.01464,47.02,242.07000000000002
1418,8.05,0.02789,25.03,166.73
1419,16.3,0.02405,40.31,199.59
1420,28.35,0.01763,31.21,132.96
1421,12.9,0.02971,38.16,188.65
1422,17.68,0.01663,20.4,109.07
1423,6.04,0.00646,47.68,134.44
1424,8.71,0.01156,31.2,188.41
1425,29.67,0.0159,43.25,171.46
1426,29.13,0.00892,24.6,177.09
1427,5.12,0.02869,14.01,104.43
1428,28.8,0.02417,36.95,176.76
1429,20.98,0.01171,10.31,126.9
1430,26.7,0.01977,29.01,168.54999999999998
1431,16.37,0.02304,17.71,111.34
1432,17.89,0.02853,35.1,192.42
1433,17.22,0.02704,49.18,220.07
1434,21.67,0.01788,28.58,117.57
1435,8.49,0.02437,42.7,137.79000000000002
1436,5.75,0.01905,30.31,179.48
1437,12.7,0.01882,29.83,184.17000000000002
1438,22.62,0.00787,47.22,202.83
1439,10.05,0.00815,45.6,198.0
1440,21.84,0.01824,41.43,150.35
1441,29.25,0.01172,21.85,131.08
1442,7.35,0.00553,31.8,120.02
1443,21.82,0.02307,18.96,92.49000000000001
1444,16.09,0.00581,27.76,181.64999999999998
1445,26.7,0.01988,29.37,93.35
1446,9.43,0.01848,43.27,233.94
1447,22.32,0.02922,45.84,219.84
1448,25.95,0.01711,26.58,205.20999999999998
1449,28.62,0.00659,10.71,196.71
1450,22.08,0.01879,44.47,155.76
1451,17.43,0.02603,16.97,193.98
1452,20.45,0.02992,34.88,108.59
1453,26.72,0.01576,11.0,64.25
1454,19.27,0.01301,25.98,193.70999999999998
1455,5.76,0.02767,49.44,110.66
1456,28.27,0.00978,14.03,212.31
1457,22.24,0.02039,26.95,178.17
1458,21.91,0.01514,22.29,185.31
1459,10.39,0.00603,46.2,133.07
1460,21.47,0.01368,44.77,195.85000000000002
1461,14.85,0.01163,19.51,75.99
1462,21.28,0.02215,13.25,188.92
1463,7.66,0.02872,35.09,110.53
1464,21.45,0.0117,23.45,178.04999999999998
1465,29.99,0.02529,36.88,120.55000000000001
1466,6.21,0.00638,11.28,71.55
1467,29.43,0.01845,15.34,137.56
1468,15.17,0.00676,37.45,112.84
1469,26.77,0.02835,18.49,177.91
1470,24.56,0.02416,44.3,129.93
1471,19.18,0.02145,12.34,113.71000000000001
1472,23.46,0.0256,18.62,153.74
1473,26.96,0.02119,49.94,142.69
1474,15.1,0.02922,27.32,134.02
1475,13.18,0.02285,38.12,210.46
1476,21.69,0.02812,17.31,94.19
1477,25.2,0.01793,34.39,96.72
1478,24.06,0.00793,39.04,138.29
1479,24.95,0.0182,22.58,136.24
1480,15.89,0.00817,43.16,174.56
1481,25.45,0.01981,34.14,140.0
1482,8.01,0.01706,25.56,194.05
1483,18.61,0.02056,32.31,88.21000000000001
1484,5.14,0.00525,33.07,147.84
1485,13.11,0.00987,16.62,123.96000000000001
1486,14.16,0.01728,26.11,173.25
1487,14.9,0.02876,23.74,218.68
1488,22.39,0.01459,26.04,152.6
1489,14.71,0.01561,40.44,238.47
1490,16.22,0.02287,29.3,124.64
1491,10.94,0.02009,47.61,102.24000000000001
1492,14.33,0.01247,21.75,96.6
1493,10.68,0.01527,26.63,135.9
1494,6.83,0.01044,41.48,138.93
1495,20.09,0.02915,31.84,96.4
1496,21.71,0.00827,31.88,146.78
1497,20.49,0.0143,12.13,112.85
1498,16.59,0.00565,25.94,94.33
1499,14.49,0.01054,20.83,115.25
1500,26.58,0.02451,49.97,232.94
1501,17.98,0.01003,22.33,117.64
1502,16.98,0.007,45.38,202.47
1503,5.64,0.01686,37.05,178.86
1504,13.53,0.00525,23.64,137.72
1505,14.5,0.00712,31.74,117.58999999999999
1506,14.97,0.02519,43.62,148.97
1507,19.5,0.02429,45.33,184.14999999999998
1508,18.34,0.02788,16.42,119.03
1509,20.2,0.02636,23.58,105.81
1510,24.12,0.02208,23.41,90.88
1511,25.32,0.00631,11.68,193.65
1512,22.95,0.02457,33.93,149.98
1513,28.89,0.02614,44.19,187.97
1514,5.46,0.02498,25.26,148.82
1515,9.89,0.01771,39.6,220.48
1516,5.19,0.01082,35.11,167.14999999999998
1517,21.19,0.02613,25.03,147.15
1518,27.45,0.02318,15.64,204.32999999999998
1519,11.09,0.02952,38.37,196.32
1520,28.18,0.00889,44.18,110.91
1521,6.51,0.01064,37.43,114.09
1522,28.36,0.01029,10.72,178.79
1523,13.79,0.02481,18.65,194.03
1524,7.54,0.00967,12.78,144.56
1525,17.15,0.00667,32.82,165.98999999999998
1526,11.42,0.02996,40.26,185.04999999999998
1527,12.12,0.00562,14.42,130.29
1528,12.68,0.02588,43.53,195.56
1529,25.08,0.01413,32.22,98.49
1530,18.48,0.02604,37.6,231.79
1531,12.78,0.01887,48.86,211.38
1532,20.26,0.02754,13.35,158.03
1533,22.9,0.02815,46.05,143.5
1534,11.82,0.00523,15.04,89.18
1535,15.34,0.00689,25.72,137.12
1536,8.05,0.01126,44.06,193.3
1537,9.53,0.02173,46.25,191.31
1538,22.03,0.02721,30.25,137.65
1539,9.54,0.0165,33.76,175.75
1540,18.13,0.02017,38.33,210.39
1541,22.73,0.00971,43.31,97.25
1542,7.67,0.02512,14.86,132.45
1543,19.18,0.02918,42.4,206.18
1544,11.41,0.01171,29.25,161.17
1545,29.07,0.01737,28.02,175.74
1546,17.09,0.00715,26.96,154.46
1547,25.15,0.01898,30.37,229.15
1548,18.76,0.01757,47.8,105.99
1549,6.09,0.00861,31.93,155.59
1550,20.83,0.01605,48.13,111.84
1551,28.79,0.01335,17.21,91.18
1552,20.04,0.01805,38.97,146.43
1553,25.48,0.01964,42.49,115.82
1554,27.11,0.00521,37.17,231.72000000000003
1555,10.7,0.02403,34.28,226.3
1556,10.3,0.02283,32.59,133.01
1557,20.27,0.01416,44.44,190.4
1558,15.28,0.00632,42.87,172.93
1559,26.0,0.02387,14.89,187.23000000000002
1560,27.5,0.02888,43.94,188.06
1561,13.84,0.011,26.56,76.6
1562,10.92,0.01309,20.15,184.63
1563,24.51,0.0096,44.79,206.82
1564,11.87,0.01942,27.28,153.74
1565,25.57,0.00887,42.33,227.76999999999998
1566,15.59,0.0139,20.54,206.81
1567,21.69,0.02243,10.16,138.75
1568,7.39,0.019,29.82,171.01999999999998
1569,20.6,0.01466,14.01,213.48999999999998
1570,16.29,0.01551,40.18,135.0
1571,19.67,0.01905,21.04,119.72999999999999
1572,9.2,0.00515,27.75,105.17
1573,23.42,0.00696,13.48,197.85999999999999
1574,26.57,0.02703,21.47,183.14
1575,10.42,0.00695,41.26,107.10999999999999
1576,7.39,0.02267,16.06,213.33
1577,5.59,0.028,35.89,195.52999999999997
1578,21.05,0.01177,46.7,224.28000000000003
1579,20.18,0.01426,37.19,94.41
1580,18.67,0.01922,42.44,168.18
1581,10.8,0.02704,14.36,169.14999999999998
1582,14.77,0.02855,20.03,151.47
1583,19.86,0.02349,45.78,195.78
1584,17.42,0.00717,38.6,211.28
1585,29.69,0.02173,35.58,141.73000000000002
1586,8.41,0.01526,36.55,213.85000000000002
1587,22.38,0.01677,26.57,101.00999999999999
1588,15.11,0.00623,11.78,102.41
1589,15.7,0.00978,41.38,97.88
1590,22.94,0.02476,37.15,141.81
1591,22.31,0.01635,28.91,135.9
1592,29.78,0.01254,45.99,216.78
1593,8.21,0.0146,23.45,171.42
1594,7.6,0.02636,21.77,137.28
1595,23.11,0.02372,44.91,192.73
1596,19.46,0.01181,41.88,99.80000000000001
1597,11.85,0.00794,30.6,107.64000000000001
1598,6.99,0.0113,15.23,159.26999999999998
1599,7.14,0.02802,18.6,164.81
1600,27.35,0.01954,36.25,202.37
1601,9.8,0.01834,25.4,135.85
1602,13.08,0.01991,43.46,201.84
1603,10.67,0.01415,48.0,200.6
1604,13.87,0.02518,42.23,236.73999999999998
1605,6.74,0.01808,25.1,107.37
1606,17.98,0.00792,41.55,174.3
1607,6.69,0.00823,24.06,164.32
1608,25.01,0.01842,16.68,216.48000000000002
1609,10.84,0.02841,11.34,91.52000000000001
1610,18.5,0.01271,25.43,153.91
1611,27.0,0.02674,46.14,148.07
1612,21.27,0.0241,19.56,148.44
1613,18.32,0.0112,18.26,103.08
1614,13.11,0.00591,48.79,105.93
1615,13.33,0.00755,11.0,146.88
1616,21.74,0.02321,41.43,141.81
1617,29.85,0.00999,22.85,100.14000000000001
1618,21.55,0.01428,11.5,110.09
1619,18.94,0.01754,46.71,104.1
1620,23.27,0.02314,15.59,208.16
1621,16.63,0.00783,32.07,169.23999999999998
1622,6.5,0.01516,20.96,193.18
1623,19.06,0.01713,12.61,126.08
1624,28.94,0.01852,12.0,197.5
1625,9.38,0.02546,14.62,137.12
1626,22.25,0.00929,12.85,148.94
1627,10.02,0.0252,40.42,164.19
1628,18.4,0.02232,29.42,189.41000000000003
1629,7.42,0.0189,23.72,158.72
1630,16.26,0.02249,26.73,117.47
1631,23.9,0.0153,47.16,118.99
1632,13.69,0.00846,46.43,187.35
1633,21.62,0.02164,38.63,162.01
1634,24.89,0.01812,45.39,109.79
1635,28.18,0.02098,22.79,132.13
1636,10.87,0.01345,25.24,152.46
1637,14.98,0.02767,34.55,208.57999999999998
1638,8.81,0.01968,34.95,96.37
1639,29.81,0.00714,29.27,131.54
1640,28.18,0.01625,26.03,199.43
1641,18.5,0.02391,49.45,196.70999999999998
1642,26.05,0.02485,42.84,136.32999999999998
1643,18.02,0.01736,27.4,204.20000000000002
1644,20.59,0.02737,39.09,163.07999999999998
1645,7.23,0.01169,20.78,145.53
1646,23.88,0.01526,14.01,210.5
1647,8.19,0.02746,24.1,216.17
1648,25.65,0.02741,26.12,129.9
1649,24.55,0.02214,10.66,81.75
1650,22.72,0.02647,42.59,141.44
1651,5.9,0.00722,24.37,78.94
1652,12.58,0.02662,33.22,86.34
1653,11.58,0.01302,12.96,122.28999999999999
1654,14.0,0.00946,17.0,208.15
1655,7.19,0.01098,45.59,226.29
1656,28.42,0.01545,34.35,161.07
1657,18.85,0.01128,48.01,182.79
1658,12.64,0.01301,49.95,100.84
1659,14.92,0.00837,24.87,107.2
1660,16.18,0.0124,21.95,75.67
1661,20.01,0.01931,44.33,207.51
1662,17.89,0.01605,49.94,121.78999999999999
1663,27.98,0.01367,35.19,215.55
1664,17.42,0.02366,41.81,188.31
1665,29.8,0.02734,41.27,125.68
1666,26.29,0.02392,24.21,97.87
1667,10.21,0.0133,32.97,177.10999999999999
1668,28.26,0.02361,43.32,228.45
1669,7.91,0.0088,37.52,195.27
1670,25.44,0.00826,10.85,113.13
1671,14.52,0.01364,23.47,161.58
1672,26.95,0.02519,15.78,112.39
1673,26.7,0.01116,19.32,219.19
1674,25.15,0.00658,46.22,208.55
1675,24.75,0.00829,11.48,153.64
1676,12.62,0.02647,18.79,132.28
1677,7.02,0.02084,22.38,165.1
1678,15.07,0.01133,34.68,135.92
1679,9.34,0.01888,31.36,85.69
1680,22.37,0.01819,18.73,127.99000000000001
1681,13.65,0.02139,16.57,206.14
1682,29.39,0.01083,19.47,163.42
1683,21.02,0.02661,30.1,92.69
1684,25.56,0.01273,20.85,203.6
1685,8.31,0.02235,47.9,138.23
1686,26.55,0.0054,28.55,115.11999999999999
1687,28.07,0.01432,12.35,106.91
1688,17.18,0.01379,39.17,175.75
1689,20.16,0.01859,23.15,154.85
1690,24.12,0.00682,36.14,159.85
1691,9.37,0.02475,21.18,178.81
1692,17.56,0.01044,32.83,130.31
1693,14.97,0.02193,40.89,208.2
1694,8.66,0.02508,47.12,123.41999999999999
1695,14.19,0.01905,20.45,187.83999999999997
1696,6.7,0.02352,23.39,172.95999999999998
1697,5.65,0.02155,28.57,181.04999999999998
1698,8.38,0.01389,47.09,169.32
1699,29.08,0.02522,46.06,196.11
1700,18.74,0.01237,13.6,75.57
1701,29.15,0.01928,15.28,193.01
1702,15.81,0.02363,29.82,88.15
1703,12.8,0.01447,14.26,86.57000000000001
1704,17.65,0.01257,23.82,160.34
1705,15.99,0.01648,15.94,176.85
1706,7.64,0.02545,35.44,96.88
1707,21.02,0.02825,47.98,236.09
1708,10.4,0.01863,49.87,245.91
1709,20.49,0.02154,25.01,165.89999999999998
1710,21.26,0.02758,33.96,156.15
1711,8.8,0.00746,44.25,205.46
1712,6.53,0.0108,14.7,113.95
1713,24.52,0.02272,37.58,161.57
1714,16.5,0.02559,26.35,213.76999999999998
1715,6.45,0.02643,18.25,211.6
1716,29.87,0.01538,26.11,215.17000000000002
1717,6.44,0.00723,13.04,102.41
1718,22.38,0.01594,37.82,122.69
1719,29.59,0.01077,20.11,114.76
1720,10.98,0.01228,22.46,138.66
1721,8.56,0.02431,14.84,111.97
1722,8.03,0.00689,44.59,150.72
1723,12.58,0.02569,29.74,172.84
1724,7.53,0.01569,32.89,197.26999999999998
1725,22.3,0.0199,32.78,193.11
1726,6.56,0.00724,26.42,198.57999999999998
1727,17.74,0.01343,17.7,72.53
1728,29.92,0.00724,39.81,96.97
1729,25.35,0.02904,15.08,183.49
1730,20.38,0.02518,14.15,144.11
1731,12.66,0.01649,38.41,175.13
1732,20.6,0.01059,18.35,76.24000000000001
1733,18.18,0.02834,22.27,110.57
1734,15.65,0.01361,29.01,174.76
1735,8.27,0.00902,27.97,206.85
1736,27.17,0.01908,38.34,225.89000000000001
1737,16.24,0.02859,34.94,160.0
1738,9.87,0.0051,35.78,167.6
1739,14.19,0.01095,38.56,213.52
1740,15.35,0.02846,21.7,152.33999999999997
1741,25.69,0.00928,22.89,150.42000000000002
1742,23.34,0.00783,27.52,213.28
1743,24.23,0.01925,22.3,190.79000000000002
1744,5.28,0.02655,49.4,235.76000000000002
1745,15.4,0.01693,42.56,125.3
1746,17.03,0.02986,16.59,145.25
1747,5.48,0.02198,10.22,186.59
1748,11.5,0.00685,11.71,78.38
1749,24.01,0.02982,19.76,188.95999999999998
1750,8.43,0.0152,14.57,92.02000000000001
1751,18.38,0.01219,31.33,202.55
1752,10.38,0.01895,44.32,186.12
1753,5.3,0.01261,39.47,118.46
1754,11.03,0.00716,18.62,139.62
1755,29.4,0.00504,25.97,178.26
1756,25.04,0.01624,30.32,175.4
1757,28.99,0.02592,42.41,156.5
1758,17.2,0.01931,43.56,228.46
1759,7.74,0.02998,46.39,174.28
1760,18.7,0.01217,30.37,156.25
1761,16.36,0.01201,37.77,97.11000000000001
1762,26.11,0.00899,14.47,202.79
1763,7.45,0.0091,32.61,109.17999999999999
1764,17.21,0.01213,19.95,149.2
1765,8.75,0.02482,27.27,197.81
1766,13.12,0.02764,35.36,117.67999999999999
1767,23.43,0.02938,20.28,149.39000000000001
1768,16.9,0.01081,12.09,98.19
1769,14.4,0.02703,10.41,174.35999999999999
1770,14.86,0.01321,10.89,145.54000000000002
1771,16.49,0.00782,10.33,188.73000000000002
1772,24.63,0.02675,14.41,198.59
1773,27.3,0.0209,19.58,166.89
1774,28.88,0.00912,18.85,177.66
1775,24.67,0.01575,49.47,181.85
1776,12.89,0.01218,22.24,129.9
1777,22.2,0.02342,15.1,162.32
1778,15.94,0.01634,31.82,218.06
1779,11.37,0.02973,44.32,156.82
1780,26.02,0.00637,37.12,134.28
1781,5.96,0.01388,21.84,130.10999999999999
1782,27.54,0.01705,32.46,147.77
1783,16.54,0.01758,38.59,99.62
1784,20.93,0.0129,39.12,163.89
1785,21.48,0.02323,36.66,160.81
1786,27.38,0.02687,44.83,183.10000000000002
1787,20.92,0.02847,44.8,149.22
1788,20.35,0.02513,33.16,175.13
1789,6.67,0.02626,27.19,208.92
1790,17.96,0.01876,35.66,228.98
1791,8.75,0.02565,42.73,180.26999999999998
1792,23.44,0.01259,10.23,66.62
1793,17.81,0.01496,49.68,245.07
1794,22.01,0.01292,17.32,173.2
1795,6.04,0.01668,28.81,129.2
1796,7.12,0.01214,44.88,116.94999999999999
1797,22.91,0.02904,19.0,90.51
1798,6.8,0.01282,29.07,104.22999999999999
1799,6.78,0.00745,15.3,72.14
1800,5.3,0.01817,25.8,211.12
1801,28.91,0.00643,17.09,148.21
1802,23.44,0.00776,24.55,179.54000000000002
1803,13.83,0.01048,24.94,199.16
1804,12.41,0.01661,49.73,218.45999999999998
1805,13.74,0.01583,49.79,232.17999999999998
1806,24.37,0.02499,14.59,209.68
1807,21.53,0.02349,39.04,154.9
1808,9.63,0.01566,12.07,204.62
1809,9.35,0.01334,11.21,169.70000000000002
1810,7.46,0.01291,14.21,74.81
1811,21.51,0.02435,48.62,200.89000000000001
1812,24.11,0.0063,47.63,200.64
1813,11.63,0.00532,17.76,203.64
1814,5.52,0.02489,16.47,122.41
1815,7.05,0.01693,19.62,157.36
1816,29.2,0.00827,30.62,82.45
1817,12.39,0.01089,32.79,132.6
1818,24.23,0.02831,18.86,78.2
1819,20.62,0.02649,40.26,168.54
1820,14.55,0.02274,22.38,195.0
1821,10.14,0.01706,46.89,127.86
1822,8.03,0.01801,36.27,165.39000000000001
1823,20.38,0.02938,27.45,108.05
1824,24.37,0.02914,41.6,109.69999999999999
1825,21.1,0.01038,42.72,169.37
1826,18.26,0.02528,21.62,83.49
1827,6.05,0.00993,23.59,161.69
1828,29.21,0.01034,47.44,102.14
1829,24.97,0.0219,16.59,82.60000000000001
1830,12.32,0.01513,11.69,144.19
1831,29.5,0.02829,28.16,166.87
1832,20.05,0.00723,42.05,96.4
1833,19.56,0.01779,40.87,176.88
1834,23.7,0.02796,46.78,222.56
1835,25.29,0.0276,31.33,189.68
1836,21.41,0.00891,14.0,83.68
1837,8.2,0.01417,33.55,172.42000000000002
1838,13.46,0.02048,41.14,191.98000000000002
1839,28.2,0.00898,13.73,69.31
1840,10.62,0.0292,16.91,195.21
1841,14.3,0.02787,10.49,196.43
1842,15.8,0.00917,33.75,211.32
1843,15.99,0.00803,45.47,219.16
1844,20.32,0.00714,36.83,198.57
1845,28.58,0.02774,49.28,194.29
1846,11.02,0.00984,12.52,164.31
1847,8.04,0.01541,46.12,217.08
1848,9.94,0.01622,42.56,191.93
1849,27.17,0.01998,22.57,121.72999999999999
1850,21.15,0.00679,48.94,155.32999999999998
1851,12.15,0.01067,21.52,206.08
1852,25.4,0.02829,45.57,98.14
1853,26.53,0.02771,45.23,200.04999999999998
1854,26.16,0.02453,40.31,233.53
1855,27.97,0.00549,32.54,188.47
1856,11.31,0.01318,14.8,213.89000000000001
1857,23.88,0.0207,31.28,184.41
1858,16.51,0.01188,24.27,79.42
1859,26.05,0.02774,41.69,215.74
1860,23.21,0.02085,40.33,133.01999999999998
1861,24.41,0.0068,46.42,163.32999999999998
1862,21.4,0.02773,10.59,107.4
1863,9.44,0.02894,42.36,132.64
1864,18.63,0.00694,47.54,162.25
1865,29.62,0.01831,41.57,148.38
1866,28.43,0.01258,15.21,160.21
1867,6.08,0.01482,13.25,185.22
1868,9.12,0.00949,10.83,105.39
1869,8.29,0.01945,35.15,117.21000000000001
1870,23.15,0.02895,35.19,185.22
1871,25.44,0.01758,49.48,200.03
1872,10.34,0.00707,25.92,211.08999999999997
1873,17.65,0.0205,23.28,75.67
1874,26.02,0.01351,34.98,212.94
1875,23.32,0.0264,43.02,171.17000000000002
1876,18.56,0.01587,47.47,190.67
1877,19.76,0.00982,42.12,105.83
1878,17.71,0.00978,27.07,141.96
1879,12.44,0.02422,35.4,119.5
1880,19.13,0.01164,44.25,132.38
1881,22.22,0.02418,29.62,155.23
1882,26.83,0.01015,18.67,190.54000000000002
1883,20.91,0.01304,16.79,178.35999999999999
1884,24.03,0.01664,10.01,148.66
1885,9.0,0.02858,38.73,169.64
1886,16.54,0.02829,14.44,128.54
1887,5.23,0.01017,19.75,215.66
1888,11.17,0.01396,21.92,155.95
1889,23.16,0.00873,32.42,120.51
1890,29.8,0.01775,25.92,110.43
1891,7.48,0.01651,36.99,178.69
1892,15.04,0.02752,12.23,140.64999999999998
1893,25.0,0.02825,14.96,66.11
1894,10.1,0.01459,29.97,204.48
1895,18.88,0.01729,23.48,179.1
1896,23.33,0.02741,21.83,171.10000000000002
1897,20.4,0.02517,12.68,73.0
1898,9.7,0.00509,45.83,150.14
1899,13.88,0.013,37.67,227.98000000000002
1900,24.59,0.01554,14.86,194.25
1901,18.86,0.01074,12.6,105.42999999999999
1902,5.13,0.00999,48.99,122.55000000000001
1903,24.02,0.00594,37.25,154.61
1904,5.88,0.02108,26.7,130.07
1905,23.64,0.01156,38.07,190.4
1906,10.06,0.00631,40.25,235.22
1907,28.95,0.01077,41.2,145.65
1908,14.2,0.02505,29.12,88.45
1909,13.17,0.02629,27.2,211.83999999999997
1910,8.72,0.01708,10.44,66.13
1911,12.64,0.0154,47.06,239.97
1912,26.92,0.02945,34.13,183.82
1913,29.91,0.01001,18.13,209.38
1914,14.21,0.01038,46.78,126.73
1915,16.22,0.0123,46.6,102.7
1916,23.05,0.00932,49.57,172.8
1917,27.15,0.01448,44.96,162.55
1918,19.83,0.02777,49.91,149.63
1919,14.79,0.02038,19.79,213.44
1920,15.32,0.0153,43.69,217.07999999999998
1921,22.39,0.02836,42.92,192.16000000000003
1922,5.08,0.00621,19.24,93.67
1923,20.49,0.01026,13.94,174.09
1924,13.89,0.01915,49.18,208.23000000000002
1925,24.85,0.02039,21.84,135.6
1926,7.32,0.00599,44.84,233.56
1927,19.71,0.01508,10.17,85.22
1928,17.02,0.02123,10.84,100.94
1929,21.06,0.02245,28.63,88.11
1930,6.62,0.02095,19.55,188.87
1931,19.5,0.01301,37.59,180.85
1932,19.04,0.00734,32.62,129.85999999999999
1933,19.02,0.01568,13.1,87.66999999999999
1934,20.09,0.00822,16.51,72.53
1935,21.91,0.02869,25.52,100.53
1936,25.12,0.01688,17.42,135.41
1937,11.75,0.01293,41.69,128.76999999999998
1938,25.63,0.02416,26.64,115.49
1939,17.46,0.01745,13.74,195.08
1940,6.93,0.01275,29.37,156.64
1941,6.46,0.0253,13.63,173.01999999999998
1942,13.36,0.02668,15.16,70.52
1943,24.62,0.02183,19.58,124.35
1944,22.69,0.00617,44.38,166.26
1945,24.72,0.01916,46.98,124.94
1946,17.93,0.02408,43.05,111.08
1947,16.0,0.00841,23.36,203.91000000000003
1948,8.69,0.01072,20.9,211.81
1949,13.2,0.02706,31.97,93.78999999999999
1950,15.85,0.0055,38.87,141.22
1951,7.22,0.02382,49.73,243.47
1952,10.52,0.01684,15.26,77.73
1953,19.96,0.01617,11.97,158.52
1954,23.39,0.00518,37.77,233.60000000000002
1955,29.96,0.02548,43.29,240.01999999999998
1956,28.33,0.014,43.85,164.53
1957,21.06,0.01852,37.14,111.55
1958,15.53,0.02193,48.16,128.47
1959,20.9,0.02257,30.44,213.88
1960,24.64,0.0289,46.55,233.3
1961,7.96,0.01828,48.71,189.89000000000001
1962,15.25,0.01499,43.89,208.82
1963,26.0,0.02884,22.39,183.38
1964,14.6,0.02105,17.85,167.12
1965,19.3,0.01245,31.92,206.01
1966,19.69,0.00816,28.12,180.93
1967,9.61,0.02606,45.11,175.20999999999998
1968,14.06,0.01405,14.0,99.54
1969,13.36,0.02151,20.31,181.89000000000001
1970,5.65,0.01677,40.07,161.09
1971,5.6,0.00997,13.8,108.02
1972,25.79,0.02004,22.83,193.12
1973,11.83,0.00652,25.49,180.0
1974,17.95,0.01533,34.9,225.5
1975,12.47,0.01867,16.33,91.14999999999999
1976,28.52,0.0159,44.42,191.8
1977,11.48,0.02372,27.9,114.53999999999999
1978,15.74,0.0257,46.68,232.22
1979,26.82,0.02428,28.71,93.63
1980,26.05,0.00597,21.0,169.42
1981,9.65,0.00985,15.67,184.32999999999998
1982,25.07,0.01842,10.15,113.39
1983,16.45,0.02837,31.29,224.41
1984,17.07,0.02587,14.29,191.9
1985,8.34,0.02606,25.67,119.86
1986,7.02,0.01258,33.57,84.7
1987,23.2,0.01574,21.03,115.53
1988,17.41,0.01677,17.01,109.21000000000001
1989,15.92,0.00893,40.99,224.48000000000002
1990,23.24,0.00578,47.87,242.94
1991,24.14,0.02867,14.02,74.59
1992,8.97,0.01102,16.22,136.91
1993,20.26,0.011,48.4,180.65
1994,8.38,0.00708,11.51,75.45
1995,23.78,0.02821,49.11,155.73000000000002
1996,21.42,0.01949,10.19,107.75
1997,28.92,0.02168,44.95,175.36
1998,6.72,0.02779,22.29,171.47
1999,6.43,0.01364,47.54,203.06
2000,12.05,0.02054,22.68,93.19
2001,11.54,0.00597,36.17,208.11
2002,11.17,0.00967,13.2,164.98
2003,27.66,0.02578,19.69,203.05
2004,11.24,0.02417,40.95,158.35000000000002
2005,11.8,0.01377,31.15,215.23000000000002
2006,23.98,0.01442,47.12,226.99
2007,16.24,0.01834,27.15,142.91
2008,24.42,0.00501,44.79,151.96
2009,6.63,0.01103,27.96,217.88
2010,17.19,0.01021,49.17,206.44
2011,5.84,0.01126,48.39,237.63
2012,6.57,0.02515,23.17,192.72000000000003
2013,27.66,0.01199,45.44,186.82999999999998
2014,8.48,0.00979,43.9,111.28
2015,18.31,0.01761,18.43,112.15
2016,15.28,0.02664,34.97,230.3
2017,13.68,0.01103,12.91,110.82
2018,27.5,0.00696,43.47,107.46000000000001
2019,5.55,0.01391,16.98,173.10999999999999
2020,21.59,0.02369,12.83,172.93
2021,29.08,0.01877,26.01,118.83
2022,19.0,0.02542,33.08,127.73
2023,28.42,0.02899,44.2,164.53
2024,6.31,0.02482,48.97,102.24000000000001
2025,15.47,0.0201,27.58,195.98000000000002
2026,11.5,0.01733,12.42,109.98
2027,23.27,0.006,39.96,218.02
2028,29.53,0.02961,32.61,203.0
2029,11.41,0.01459,27.92,177.13
2030,21.35,0.00881,22.37,121.10000000000001
2031,9.95,0.02167,30.1,157.55
2032,19.13,0.01211,23.55,140.27
2033,16.6,0.01964,40.28,141.11
2034,29.3,0.01967,31.76,208.98
2035,20.21,0.01614,45.07,167.6
2036,13.74,0.0259,31.74,206.65
2037,7.85,0.01162,19.53,85.31
2038,8.78,0.01622,44.04,115.19
2039,10.63,0.01844,32.29,228.89
2040,11.27,0.02159,18.27,156.44
2041,26.27,0.0246,34.94,161.41
2042,19.03,0.01487,24.31,152.78
2043,18.08,0.02115,43.78,126.07000000000001
2044,7.87,0.00877,28.13,185.94
2045,26.5,0.02832,39.06,101.78
2046,23.07,0.01458,13.82,149.82
2047,6.69,0.02324,25.84,161.46
2048,22.7,0.00551,49.33,236.45999999999998
2049,18.59,0.01013,42.34,171.27
2050,7.04,0.01718,16.4,86.96000000000001
